Texto,Sentimento
agora não tem volta kk,medo
morar sozinho é bom; mas pq qualquer comprinha no supermercado dá; pelo menos; 20 reais? ,medo
chuva agora com raios e trovoadas,medo
eu falei meu nome e a mulher sabia meu telefone,medo
bate ate um pro jogo amanha kkk,medo
poha véi...agora já tem robôs ligando pra mim; pra vender as paradas. ,medo
meu deus; estava assistindo o sportv e derrepente o petkovic começou a respirar um poema; mudei de canal na hora. ,medo
eu descobri que eu gosto mto além do que eu imaginava,medo
chuvaaaa !!,medo
eras capaz de meter dedos a eunice? — hahahahahahha,medo
quando toca música do plantão ja penso fudeu,medo
oq esperar d um mês q começa com leão e termina com virgem; ,medo
depois de ceder apenas 1 corrida em 6.2 entradas acaba a participação de cole e vem o bullpen,medo
últimos momentos do miguel na barriga,medo
insta conheça o filme de terror acessando  ,medo
vamos decidir fora.....,medo
tô com  da minha mãe; hoje ela nem me deu bom dia e me ligou agorinha ,medo
tomei a decisão de não estudar pra prova amanhã,medo
quem lembra da minha saga com os dentes sisos? arrancarei dois hoje!,medo
fui pedir um backup das fotos do instagram e descobri que eles tem arquivado tudo que eu já enviei lá.,medo
o  agora e se eles mandarem comida com cuspe.,medo
amanhã eu começo a estudar,medo
sabia não que eu devo satisfação pra curioso que não sai do meu perfil kkkkkkkkkkk eu em,medo
quase perdi meus foguinhos ontem,medo
nem vou sair esse fds; ,medo
o marcílio disse que me viu dirigindo mkkkkkkkk,medo
que  do pau do jungkook achei um video aqui que minha nossa senhora a luz bateu deu todo o formato da piroca e ela parece grande mesmo,medo
segunda vítima do chá de hortelã já está dando as caras,medo
alckmin promete emprego na veia. ,medo
terremoto que atingiu a bolívia; foi sentido em são paulo e brasília e respingou em maringá iria pra sarandi; mas; desistiu quando viu a octávio colli. ,medo
slc imagina só se eu namorasse o tamanho da galha que eu janta agora,medo
amigo pelas caridade hannibal lecter num show de metal numa roda de pogo não sobrava um literalmente hahahahaha,medo
inacreditável e assustador ao mesmo tempo!,medo
tem umas fts que queria postar mas n tenho coragem,medo
é só eu que na parte do refrão de fake love escuta uma voz grossa...(?),medo
hoje ela acordou agressiva,medo
não gosto de pega avião na chuva,medo
arrumando p ir no aeroporto,medo
conhece alguém que tem  de dirigir?! conhece alguém que tem de ficar …,medo
de vez enquando tem um vampiro presidente dando discurso na tv,medo
de dormir e nao acordar a tempo de sair,medo
hj eu sonhei que bolsonaro ganhava as eleições e no primeiro dia já dava um golpe instaurando uma ditadura militar.,medo
minha irmã fez um tt kakakkaka,medo
nao vo responder nao hein,medo
vou criar coragem e vou pedir aqueles shorts; se chegar chegou; senão chegar não chegou ,medo
eu tô ouvindo essa música agora,medo
chego no prédio e me deparo com esta cena no corredor do meu apartamento!,medo
eu e minha prima estávamos falando de um bebê de uma página no fb; quando viramos pra mostrar era o mesmo...,medo
crl ; mal chegou novembro e já está cantando a música já é natal na leader quanto tempo eu durmi? ,medo
o  já está me dominando,medo
que vento é esse meu pai!,medo
mariana fala dormindo,medo
ando tão esgotada... nem dormir horas a fio está resolvendo...,medo
anitta vendo tudo o que ta acontecendo,medo
nosso próprio sucesso. por  de sermos julgados; ou fracassarmos futuramente e ficarmos expostos. tudo isso dá muito !,medo
não pode ter uma crise existencial e sumir uma semana que várias coisas acontecem,medo
resultado da tríade negra foi 54%; o que me faz 20;83% sombrio que a maioria das pessoas. ,medo
amigos :- fica com  não eu: - to com  não,medo
afrontei o lucas então acho que eu vou dormir; de ser atacada,medo
essa hora da madrugada um cara no 8 ball com o mesmo nome do que morreu aqui na casa me desafia; aí eu entro no jogo e não tinha nada... ,medo
desejo de hoje: chegar viva na faculdade,medo
aí o nintendo wii faz barulho de dentro da mochila no meio da noite,medo
me tornei um ser q eu mais temia: aquele que assiste as aulas e nao anota nada! cuspi pro alto e voltou na minha testa! pqp...,medo
acordar 6:30 pra ir atrás da vacina de febre amarela ontem saiu matéria no g1 q um macaco morto apareceu com o vírus em niterói meu cu q ,medo
laicidade é mesmo utopia já q a record tv encomendou pesquisa meses atrás e a maioria achava q o próximo presidente tinha q acreditar em deus... e cabo daciolo fala jesus.,medo
to c dor no peito,medo
fiquei com do assaltante atirar; mas eu estava tão assustada! não tem nem um mês que troquei de celular; fiquei em ,medo
no pesadelo de hoje; eu estava em um labirinto zoológico e de repente; começava a ser perseguido por vários gamers que ficavam lutando comigo e cantando só sei dançar com você; isso é o que o amor faz ,medo
quando vc faz uma pergunta pro seu chefe e ele demora pra responder...,medo
se a pessoa q eu gosto for p mesmo rolê q eu hj; eu vou pedir p ficar com ela.,medo
e terça começa meu terceirão. não sei se eu choro ou se eu choro novamente,medo
palmas já não eh mais aquela calmaria meus amigos; as notícias dessa noite afirmam isso!! ,medo
e cada monstro que se revelou pro halloween que tenho até  de sair de casa.,medo
mais uma daquelas visões em surto psicótico que se tornam realidade ,medo
andando pela primeira vez no 99 pop,medo
esse advogado do roberval tá mais bravo que meu pai quando eu pegava o carro sem pedir!,medo
todo mundo assustado com black mirror vou assistir dps,medo
faz quase 10 minutos q a bea tá digitando uma mensagem pra mim,medo
turista distraído em praia das fontes,medo
eu não quero ter . meu  inicial era ter meus pertences roubados; hoje tenho  de perder meu corpo; inocência; pureza; pessoalidade; ter minha intimidade agredida; felicidade arrancada. ,medo
olha a cegueira branca chegando hahaha,medo
muito assustado com a thamires,medo
com ; ansioso e receoso...essas paradas são punks... que dessa vez chamam minha senha no céu?,medo
depois de ter dado vácuo por 4 dias fui responder..............,medo
impressionante a quantidade de pessoas que pedem a solicitação para seguir qnd coloco no privado,medo
tem umas crianças aqui na pastelaria falando uma no ouvido da outra e rindo pra mim,medo
mandei um áudio de 50s pra mãe da amanda,medo
para quem não acredita em black mirror toma aí na sua cara o metalhead.,medo
acordei era 6:00 com um barulho estranho no meu quarto,medo
gzuisss que chuva — se sentindo assustada,medo
tô afogada com uma pipoca na minha garganta e não sai e tô indo dormir,medo
sensacional! já pode vir que estamos prontos pra você meteoro,medo
tenho  das pessoas q fixam me stalkeando na internet.,medo
se fala mal da melhor amiga dela; quem dirá oque ela fala de mim...,medo
incêndio no museu; mac miller morreu; bolsonaro esfaqueado;bonner casou; anitta divorciou; e agora mr catra morreu... olha; que mês ,medo
amiga tô cheia de foto zoada tua —,medo
meus pais acabaram de chegar de viagem e meu pai falou “preciso conversar com você”,medo
rapá!!! nem começou o governo e a bolsonarofamilia já tá fazendo a gente sentir saudades da familia temer... em vila velha; brazil ,medo
sei não mas deve ter rolado alguma coisa com a família dele heim....,medo
sabadão é dia de sair com os parceiro né não?ps: mas como não sai; então vo limpa a casa!,triste
só queria ser magrinha,triste
vou ficar longe da minha dericinhaa; aff ,triste
abro notícia do rio de janeiro e só leio desgraça.,triste
net do cel tankando o wifi melhor que o wifi da vivo.,triste
como não chorar com esse livro?,triste
estamos reféns; enqto a bandidagem samba na cara da sociedade ,triste
as aulas ainda nem começaram e eu já tô com vontade de chorar só de imaginar que minhas férias vão acabar.,triste
aí seu melhor amigo resolve por brinco :( fiquei mais decepcionado q a mãe dele (essas pessoas estão se desvirtuando muito rápido),triste
teve show da aqui do lado de pres.prudente e eu não fui,triste
japão é japão; exposições e museus; sempre são um prazer; porém a cultura no brasil anda mal das pernas; isso quando os mesmos não pegam fogo. ,triste
caraca dani alves nao vai p copa,triste
doando todo o meu material de trabalho; com muita dor no coração. perdi o ânimo...não tenho vontade de produzir mais nada!!!é muito esforço para pouco reconhecimento. muita... ,triste
canarinho pistola me representa nesse momento na agora segue o baile!,triste
o homem que continua a ver isso sem sentimentos de culpa; tem o mesmo futuro desse mundo que ele não se importa. faço a minha parte por um mundo e futuro melhor. ,triste
sextarei em casa tô muito triste com isso hoje reclamarei pois todo mundo que eu queria estar junto vai estar junto porém sem mim entao tô,triste
cada vez mais fico decepcionada com as pessoas.,triste
to cansada de tudo,triste
natal chegando é nego só fala em baile de favela nem lembra do verdadeiro significado do natal o nascimento de jesus cristo; só lembram de jesus quando estão precisando isso!,triste
por mais que eu tente sempre acaba com euzinha sendo trouxa,triste
comprei um bigmac com bacon e adivinha ele veio sem bacon!,triste
preconceito por causa do tom de pele é foda...se nao fingir que nao se importa vc vai ter que processar uns 5 por dia! realidade!,triste
palhaçada,triste
falando sério.que o caso do estuprador e tarado; joão de deus; sirva para que pessoas não tenham mais nenhum receio de denunciar algo assim. como ele faz isso há anos; com tantas?! como demorou tanto para ter uma denúncia? para vir à público?,triste
ipea: o brasil atingiu; pela primeira vez em sua história; o patamar de 30 homicídios por 100 mil habitantes. a taxa de 30;3; registrada em 2016; é 30 vezes o observado na europa naquele mesmo ano ,triste
comungo do mesmo pensamento de militantes extremistas que endeusam políticos! agridem; denigrem e vão ao ápice; sem moral ou escrúpulos para conseguirem alcançar suas metas; ou seja; captar votos e apoio! ,triste
vou passar a noite inteira assistindo filme; porém sem a companhia do meu dengo ,triste
comecei twd sozinho já que não tem ninguém pra assistir comigo,triste
dai que vc encolhe a barriga pra dentro deitada e descobre que tem mais costela que peito asuhsauhsau — que descoberta em kkkkkk,triste
beber sozinho não tem graça,triste
anotações das aulas de hoje; porque o enem tá aí né !!!!!!!!!!!!!,triste
depois de mil anos chega a 2 temp de lúcifer; o que significa q falta mais mil anos pra terceira ,triste
povo vai voltar a estudar e eu só consigo pensar no trânsito que vai piorar muito.,triste
o bom de feriado na quinta-feira? não sei eu não costumo folgar na sexta.....,triste
essa noite aconteceu algo muito chato. alguem entrou no meu quintal e levou a motoca do miguel. em guarulhos,triste
fui apostar com a minha irmã; quem pegava mais; tnc; perdi por dois kkkkkkkk,triste
estou 3 dias sem ver minha madre,triste
por ter chegado a hora de jogar essas escovas fora; muito caras,triste
mais uma oportunidade perdida.,triste
eu : e ai buiu tudo suave ? buiu : tudo suave tiaa caralho o buiu me chamou de tia; vsfd na moral qualé meu sou novinhaaa ,triste
cada dia é um 7x1 diferente! enquanto isso no brasil os patinhos aplaudem quem tem trabalha igual camelo pra sustentar a família ou tem dois empregos... 0 qualidade de vida.,triste
indo tomar banho sozinha já que o  não colabora,triste
negaa eu te levei em casa de carro e nem se quer vc me deu um beijo... </3 .... — fazer oq né; acontece... ,triste
até minha mae ja se conformo q eu vo entra pro exercito kkkk,triste
exatamente o que penso... menos bate cabelo e mais consciência né manas?!? ao invés de queimar a bunda com fita; bora queimar o cérebro com o que realmente é importante? que mas cada um faz aquilo que lhe convém não é?!,triste
assista até o final; meu choro; por não poder assistir a copa... ,triste
nossa perder o pai e a mãe de uma vez deve ser mt doloroso; mt força pra vc e pra sua família!! ,triste
gostaria mto de ir nesse evento que vai rolar agora final do ano com o mestre u.d.o.; andré matos e blazer bailey; mas a grana tá mto curta :'(,triste
é muita vontade pra pouco dinheiro,triste
uma vida de seguir as drags no ig aí elas vão pra rupaul's e eu percebo q elas n eram tudo isso q eu achava,triste
